id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref
sp_0133,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",🎵✨,"[""Rolling in the Deep — Adele"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""ABC — The Jackson 5"", ""Respect — Aretha Franklin""]",1,,,,From 'Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)' (2010),"[""From album: Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)"", ""Release year: 2010"", ""Spotify popularity: 11/100""]",Playlist Import,2010,
sp_0134,Come Together - Remastered 2009,The Beatles,🎵✨,"[""Come Together - Remastered 2009 — The Beatles"", ""Rocket Man (I Think It's Going To Be A Long Long Time) — Elton John"", ""I Will Survive - Single Version — Gloria Gaynor"", ""I'm Yours — Jason Mraz""]",0,,,,From 'Abbey Road (Remastered)' (1969),"[""From album: Abbey Road (Remastered)"", ""Release year: 1969"", ""Spotify popularity: 79/100""]",Playlist Import,1969,
sp_0135,Let It Be - Remastered 2009,The Beatles,🎵✨🎧,"[""Let It Be - Remastered 2009 — The Beatles"", ""Stronger — Kanye West"", ""Like a Virgin — Madonna"", ""Let's Get It On — Marvin Gaye""]",0,,,,From 'Let It Be (Remastered)' (1970),"[""From album: Let It Be (Remastered)"", ""Release year: 1970"", ""Spotify popularity: 79/100""]",Playlist Import,1970,
sp_0136,Drunk in Love (feat. JAY-Z),"Beyoncé, JAY-Z",❤️,"[""Saturday in the Park - 2002 Remaster — Chicago"", ""Free Bird — Lynyrd Skynyrd"", ""Jolene — Dolly Parton"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z""]",3,,,,From 'BEYONCÉ [Platinum Edition]' (2014),"[""From album: BEYONCÉ [Platinum Edition]"", ""Release year: 2014"", ""Spotify popularity: 75/100""]",Playlist Import,2014,
sp_0137,Is This Love,Bob Marley & The Wailers,❤️,"[""Is This Love — Bob Marley & The Wailers"", ""Barracuda — Heart"", ""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""Titanium (feat. Sia) — David Guetta, Sia""]",0,,,,From 'Kaya - Deluxe Edition' (1978),"[""From album: Kaya - Deluxe Edition"", ""Release year: 1978"", ""Spotify popularity: 60/100""]",Playlist Import,1978,
sp_0138,Three Little Birds,Bob Marley & The Wailers,🎵✨,"[""Jailhouse Rock — Elvis Presley"", ""...Baby One More Time — Britney Spears"", ""Home — Phillip Phillips"", ""Three Little Birds — Bob Marley & The Wailers""]",3,,,,From 'Exodus' (1977),"[""From album: Exodus"", ""Release year: 1977"", ""Spotify popularity: 1/100""]",Playlist Import,1977,
sp_0139,One Love / People Get Ready,Bob Marley & The Wailers,❤️,"[""One Love / People Get Ready — Bob Marley & The Wailers"", ""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj"", ""Walk On the Wild Side — Lou Reed"", ""California Gurls — Katy Perry, Snoop Dogg""]",0,,,,From 'Exodus' (1977),"[""From album: Exodus"", ""Release year: 1977""]",Playlist Import,1977,
sp_0140,The Times They Are A-Changin',Bob Dylan,🎵✨,"[""Every Breath You Take — The Police"", ""9 to 5 — Dolly Parton"", ""Fuck You — CeeLo Green"", ""The Times They Are A-Changin' — Bob Dylan""]",3,,,,From 'The Times They Are A-Changin'' (1964),"[""From album: The Times They Are A-Changin'"", ""Release year: 1964"", ""Spotify popularity: 71/100""]",Playlist Import,1964,
sp_0141,Brown Eyed Girl,Van Morrison,🎵✨🎧,"[""I'm Yours — Jason Mraz"", ""Pour Some Sugar On Me (2012) — Def Leppard"", ""Brown Eyed Girl — Van Morrison"", ""Hotline Bling — Drake""]",2,,,,From 'Blowin' Your Mind!' (1967),"[""From album: Blowin' Your Mind!"", ""Release year: 1967"", ""Spotify popularity: 83/100""]",Playlist Import,1967,
sp_0142,"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,🎵✨,"[""Paint It, Black - (Original Single Mono Version) — The Rolling Stones"", ""Alone — Heart"", ""Empire State Of Mind — JAY-Z, Alicia Keys"", ""Build Me Up Buttercup — The Foundations""]",0,,,,From 'Singles 1965-1967' (2004),"[""From album: Singles 1965-1967"", ""Release year: 2004"", ""Spotify popularity: 53/100""]",Playlist Import,2004,
sp_0143,Gimme Shelter,The Rolling Stones,🎵✨🎧,"[""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""Stand by Me — Otis Redding"", ""Gimme Shelter — The Rolling Stones"", ""One Dance — Drake, Wizkid, Kyla""]",2,,,,From 'Let It Bleed' (1969),"[""From album: Let It Bleed"", ""Release year: 1969"", ""Spotify popularity: 78/100""]",Playlist Import,1969,
sp_0144,Who Are You,The Who,🎵✨,"[""I'm Too Sexy — Right Said Fred"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Who Are You — The Who"", ""Brick House — Commodores""]",2,,,,From 'Who Are You' (1978),"[""From album: Who Are You"", ""Release year: 1978"", ""Spotify popularity: 1/100""]",Playlist Import,1978,
sp_0145,My Generation - Mono Version,The Who,🎵✨🎧,"[""My Generation - Mono Version — The Who"", ""September — Earth, Wind & Fire"", ""Sherry — Frankie Valli & The Four Seasons"", ""I Want To Hold Your Hand - Remastered 2015 — The Beatles""]",0,,,,From 'The Who Sings My Generation (U.S. Version)' (1966),"[""From album: The Who Sings My Generation (U.S. Version)"", ""Release year: 1966"", ""Spotify popularity: 50/100""]",Playlist Import,1966,
sp_0146,Renegade,Styx,🎵✨🎧,"[""The Joker — Steve Miller Band"", ""Waterfalls — TLC"", ""Tequila (Original) — The Champs"", ""Renegade — Styx""]",3,,,,From 'Pieces Of Eight' (1978),"[""From album: Pieces Of Eight"", ""Release year: 1978"", ""Spotify popularity: 73/100""]",Playlist Import,1978,
sp_0147,Come Sail Away,Styx,🎵✨🎧,"[""Crazy Train — Ozzy Osbourne"", ""No More Mr. Nice Guy - 2002 Remaster — Alice Cooper"", ""California Dreamin' — The Mamas & The Papas"", ""Come Sail Away — Styx""]",3,,,,From 'The Grand Illusion' (1977),"[""From album: The Grand Illusion"", ""Release year: 1977"", ""Spotify popularity: 68/100""]",Playlist Import,1977,
sp_0148,Mr. Roboto,Styx,🎵✨,"[""Three Little Birds — Bob Marley & The Wailers"", ""Mr. Roboto — Styx"", ""Moves Like Jagger - Studio Recording From \""The Voice\"" Performance — Maroon 5, Christina Aguilera"", ""Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini — Brian Hyland""]",1,,,,From 'Kilroy Was Here' (1983),"[""From album: Kilroy Was Here"", ""Release year: 1983"", ""Spotify popularity: 62/100""]",Playlist Import,1983,
sp_0149,T.N.T.,AC/DC,🎵✨🎧,"[""T.N.T. — AC/DC"", ""What A Wonderful World — Louis Armstrong"", ""Gimme Shelter — The Rolling Stones"", ""Hurts So Good — John Mellencamp""]",0,,,,From 'High Voltage' (1976),"[""From album: High Voltage"", ""Release year: 1976"", ""Spotify popularity: 81/100""]",Playlist Import,1976,
sp_0150,Back In Black,AC/DC,🎵✨🎧,"[""Back In Black — AC/DC"", ""Call Me Maybe — Carly Rae Jepsen"", ""Signed, Sealed, Delivered (I'm Yours) — Stevie Wonder"", ""Blank Space — Taylor Swift""]",0,,,,From 'Back In Black' (1980),"[""From album: Back In Black"", ""Release year: 1980"", ""Spotify popularity: 86/100""]",Playlist Import,1980,
sp_0151,Highway to Hell,AC/DC,🚗,"[""Highway to Hell — AC/DC"", ""Is This Love — Bob Marley & The Wailers"", ""Surfin' U.S.A. - Remastered 2001 — The Beach Boys"", ""Fat Bottomed Girls - Remastered 2011 — Queen""]",0,,,,From 'Highway to Hell' (1979),"[""From album: Highway to Hell"", ""Release year: 1979"", ""Spotify popularity: 86/100""]",Playlist Import,1979,
sp_0152,Welcome To The Jungle,Guns N' Roses,🎵✨,"[""Signed, Sealed, Delivered (I'm Yours) — Stevie Wonder"", ""Dani California — Red Hot Chili Peppers"", ""Hotline Bling — Drake"", ""Welcome To The Jungle — Guns N' Roses""]",3,,,,From 'Appetite For Destruction' (1987),"[""From album: Appetite For Destruction"", ""Release year: 1987"", ""Spotify popularity: 7/100""]",Playlist Import,1987,
sp_0153,Sweet Child O' Mine,Guns N' Roses,🎵✨🎧,"[""Sweet Child O' Mine — Guns N' Roses"", ""I Gotta Feeling — Black Eyed Peas"", ""SICKO MODE — Travis Scott"", ""Crazy — Gnarls Barkley""]",0,,,,From 'Appetite For Destruction' (1987),"[""From album: Appetite For Destruction"", ""Release year: 1987"", ""Spotify popularity: 7/100""]",Playlist Import,1987,
sp_0154,Walk This Way,Aerosmith,🎵✨🎧,"[""...Baby One More Time — Britney Spears"", ""Born in the U.S.A. — Bruce Springsteen"", ""Walk This Way — Aerosmith"", ""Gold Digger — Kanye West, Jamie Foxx""]",2,,,,From 'Toys In The Attic' (1975),"[""From album: Toys In The Attic"", ""Release year: 1975"", ""Spotify popularity: 7/100""]",Playlist Import,1975,
sp_0155,Rock And Roll All Nite,KISS,🎵✨🎧,"[""All Star — Smash Mouth"", ""Rock And Roll All Nite — KISS"", ""Heartbreak Hotel — Elvis Presley"", ""Blitzkrieg Bop - 2001 Remastered Version — Ramones""]",1,,,,From 'Dressed To Kill' (1975),"[""From album: Dressed To Kill"", ""Release year: 1975"", ""Spotify popularity: 75/100""]",Playlist Import,1975,
sp_0156,Love Train,The O'Jays,❤️,"[""Waterfalls — TLC"", ""Love Train — The O'Jays"", ""Under the Bridge — Red Hot Chili Peppers"", ""Crazy — Gnarls Barkley""]",1,,,,From 'Back Stabbers' (1972),"[""From album: Back Stabbers"", ""Release year: 1972"", ""Spotify popularity: 68/100""]",Playlist Import,1972,
sp_0157,Let's Get It On,Marvin Gaye,🎵✨🎧,"[""Summer Of '69 — Bryan Adams"", ""Let's Get It On — Marvin Gaye"", ""Love The Way You Lie — Eminem, Rihanna"", ""Dreams - 2004 Remaster — Fleetwood Mac""]",1,,,,From 'Let's Get It On (Expanded Edition)' (1973),"[""From album: Let's Get It On (Expanded Edition)"", ""Release year: 1973""]",Playlist Import,1973,
sp_0158,Free Bird,Lynyrd Skynyrd,🎵✨,"[""Walk On the Wild Side — Lou Reed"", ""Free Bird — Lynyrd Skynyrd"", ""Mambo No. 5 (a Little Bit of...) — Lou Bega"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett""]",1,,,,From 'Pronounced' Leh-'Nerd 'Skin-'Nerd' (1973),"[""From album: Pronounced' Leh-'Nerd 'Skin-'Nerd"", ""Release year: 1973"", ""Spotify popularity: 80/100""]",Playlist Import,1973,
sp_0159,Margaritaville,Jimmy Buffett,🎵✨🎧,"[""Margaritaville — Jimmy Buffett"", ""Baby Shark — Pinkfong"", ""Fat Bottomed Girls - Remastered 2011 — Queen"", ""Stairway to Heaven - 1990 Remaster — Led Zeppelin""]",0,,,,From 'Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)' (1985),"[""From album: Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)"", ""Release year: 1985"", ""Spotify popularity: 53/100""]",Playlist Import,1985,
sp_0160,Cheeseburger In Paradise,Jimmy Buffett,🎵✨🎧,"[""Cheeseburger In Paradise — Jimmy Buffett"", ""Can't Get Enough Of Your Love, Babe — Barry White"", ""Fame - 2007 Remaster — David Bowie"", ""Dance Monkey — Tones And I""]",0,,,,From 'Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)' (1985),"[""From album: Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)"", ""Release year: 1985"", ""Spotify popularity: 44/100""]",Playlist Import,1985,
sp_0161,Chicken Fried,Zac Brown Band,🎵✨,"[""Walk Like an Egyptian — The Bangles"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Love The Way You Lie — Eminem, Rihanna"", ""Chicken Fried — Zac Brown Band""]",3,,,,From 'The Foundation' (2008),"[""From album: The Foundation"", ""Release year: 2008"", ""Spotify popularity: 3/100""]",Playlist Import,2008,
sp_0162,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",🎵✨,"[""Renegades — X Ambassadors"", ""Yeah! — USHER, Lil Jon, Ludacris"", ""TiK ToK — Kesha"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett""]",3,,,,From 'You Get What You Give (Deluxe)' (2010),"[""From album: You Get What You Give (Deluxe)"", ""Release year: 2010"", ""Spotify popularity: 2/100""]",Playlist Import,2010,
sp_0163,Cocaine,Eric Clapton,🎵✨🎧,"[""Airplanes (feat. Hayley Williams of Paramore) — B.o.B, Hayley Williams"", ""Superstition - Single Version — Stevie Wonder"", ""Cocaine — Eric Clapton"", ""Karma Chameleon — Culture Club""]",2,,,,From 'Slowhand 35th Anniversary (Super Deluxe)' (1977),"[""From album: Slowhand 35th Anniversary (Super Deluxe)"", ""Release year: 1977"", ""Spotify popularity: 69/100""]",Playlist Import,1977,
sp_0164,Centuries,Fall Out Boy,🎵✨,"[""Centuries — Fall Out Boy"", ""Hello — Adele"", ""Call Me — Blondie"", ""Renegades — X Ambassadors""]",0,,,,From 'American Beauty/American Psycho' (2015),"[""From album: American Beauty/American Psycho"", ""Release year: 2015"", ""Spotify popularity: 82/100""]",Playlist Import,2015,
sp_0165,My House,Flo Rida,🎵✨,"[""My House — Flo Rida"", ""If I Ain't Got You — Alicia Keys"", ""Runnin' With The Devil — Van Halen"", ""Saturday in the Park - 2002 Remaster — Chicago""]",0,,,,From 'My House' (2015),"[""From album: My House"", ""Release year: 2015"", ""Spotify popularity: 78/100""]",Playlist Import,2015,
sp_0166,Just the Way You Are,Bruno Mars,🎵✨,"[""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Just the Way You Are — Bruno Mars"", ""Karma Chameleon — Culture Club"", ""Just Give Me a Reason (feat. Nate Ruess) — P!nk, Nate Ruess""]",1,,,,From 'Doo-Wops & Hooligans' (2010),"[""From album: Doo-Wops & Hooligans"", ""Release year: 2010"", ""Spotify popularity: 85/100""]",Playlist Import,2010,
sp_0167,Gold Digger,"Kanye West, Jamie Foxx",🟡,"[""Empire State Of Mind — JAY-Z, Alicia Keys"", ""Dream On — Aerosmith"", ""Gold Digger — Kanye West, Jamie Foxx"", ""Like a Prayer — Madonna""]",2,,,,From 'Late Registration' (2005),"[""From album: Late Registration"", ""Release year: 2005"", ""Spotify popularity: 80/100""]",Playlist Import,2005,
sp_0168,I Gotta Feeling,Black Eyed Peas,🎵✨,"[""Macarena - Bayside Boys Remix — Los Del Rio"", ""Fergalicious — Fergie, will.i.am"", ""I Gotta Feeling — Black Eyed Peas"", ""Pour Some Sugar On Me (2012) — Def Leppard""]",2,,,,From 'THE E.N.D. (THE ENERGY NEVER DIES)' (2009),"[""From album: THE E.N.D. (THE ENERGY NEVER DIES)"", ""Release year: 2009"", ""Spotify popularity: 9/100""]",Playlist Import,2009,
sp_0169,My Humps,Black Eyed Peas,🎵✨,"[""I Walk the Line — Johnny Cash"", ""Thunderstruck — AC/DC"", ""My Humps — Black Eyed Peas"", ""Livin' la Vida Loca — Ricky Martin""]",2,,,,From 'Monkey Business' (2005),"[""From album: Monkey Business"", ""Release year: 2005"", ""Spotify popularity: 24/100""]",Playlist Import,2005,
sp_0170,Fergalicious,"Fergie, will.i.am",🎵✨🎧,"[""Without Me — Halsey"", ""Fergalicious — Fergie, will.i.am"", ""Baby Shark — Pinkfong"", ""Tequila (Original) — The Champs""]",1,,,,From 'The Dutchess' (2006),"[""From album: The Dutchess"", ""Release year: 2006"", ""Spotify popularity: 70/100""]",Playlist Import,2006,
sp_0171,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip, GoonRock",🕺,"[""A Little Party Never Killed Nobody (All We Got) — Fergie, Q-Tip, GoonRock"", ""Renegade — Styx"", ""Photograph — Nickelback"", ""Hungry Like the Wolf - 2009 Remaster — Duran Duran""]",0,,,,From 'Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition)' (2013),"[""From album: Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition)"", ""Release year: 2013"", ""Spotify popularity: 1/100""]",Playlist Import,2013,
sp_0172,Escape (The Pina Colada Song),Rupert Holmes,🎵✨🎧,"[""Escape (The Pina Colada Song) — Rupert Holmes"", ""Happy Together — The Turtles"", ""Twist And Shout - Remastered 2009 — The Beatles"", ""9 to 5 — Dolly Parton""]",0,,,,From 'Partners In Crime' (1979),"[""From album: Partners In Crime"", ""Release year: 1979"", ""Spotify popularity: 77/100""]",Playlist Import,1979,
sp_0173,Rude (Acoustic),MAGIC!,🎵✨,"[""Rude (Acoustic) — MAGIC!"", ""I Want It That Way — Backstreet Boys"", ""One Dance — Drake, Wizkid, Kyla"", ""Viva La Vida — Coldplay""]",0,,,,From 'Rude (Acoustic)' (2014),"[""From album: Rude (Acoustic)"", ""Release year: 2014"", ""Spotify popularity: 54/100""]",Playlist Import,2014,
sp_0174,Hooked On A Feeling,"Blue Swede, Björn Skifs",🎵✨🎧,"[""I'm Yours — Jason Mraz"", ""Umbrella — Rihanna, JAY-Z"", ""Hooked On A Feeling — Blue Swede, Björn Skifs"", ""I'm Too Sexy — Right Said Fred""]",2,,,,From 'Hooked On A Feeling' (1974),"[""From album: Hooked On A Feeling"", ""Release year: 1974"", ""Spotify popularity: 75/100""]",Playlist Import,1974,
sp_0175,Home,Phillip Phillips,🎵✨,"[""Keep on Loving You — REO Speedwagon"", ""Down Under — Men At Work"", ""Bring It On Home to Me — Sam Cooke"", ""Home — Phillip Phillips""]",3,,,,From 'Home' (2012),"[""From album: Home"", ""Release year: 2012""]",Playlist Import,2012,
sp_0176,I Will Always Love You,Whitney Houston,❤️,"[""Let It Be - Remastered 2009 — The Beatles"", ""Every Breath You Take — The Police"", ""I Will Always Love You — Whitney Houston"", ""Jolene — Dolly Parton""]",2,,,,From 'The Bodyguard - Original Soundtrack Album' (1992),"[""From album: The Bodyguard - Original Soundtrack Album"", ""Release year: 1992"", ""Spotify popularity: 80/100""]",Playlist Import,1992,
sp_0177,I Will Survive - Single Version,Gloria Gaynor,🎵✨,"[""I Will Survive - Single Version — Gloria Gaynor"", ""Dream On — Aerosmith"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Y.M.C.A. - Single Version — Village People""]",0,,,,From '20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor' (2000),"[""From album: 20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor"", ""Release year: 2000"", ""Spotify popularity: 68/100""]",Playlist Import,2000,
sp_0178,Ring of Fire,Johnny Cash,🔥📞,"[""Single Ladies (Put a Ring on It) — Beyoncé"", ""Jump — Van Halen"", ""What's Love Got to Do with It — Tina Turner"", ""Ring of Fire — Johnny Cash""]",3,,,,From 'Johnny Cash - 16 Biggest Hits' (1999),"[""From album: Johnny Cash - 16 Biggest Hits"", ""Release year: 1999""]",Playlist Import,1999,
sp_0179,Riptide,Vance Joy,🎵✨🎧,"[""Under Pressure - Remastered 2011 — Queen, David Bowie"", ""Blurred Lines — Robin Thicke, T.I., Pharrell Williams"", ""Love The Way You Lie — Eminem, Rihanna"", ""Riptide — Vance Joy""]",3,,,,From 'Riptide' (2013),"[""From album: Riptide"", ""Release year: 2013"", ""Spotify popularity: 53/100""]",Playlist Import,2013,
sp_0180,Radioactive,Imagine Dragons,🎵✨🎧,"[""Sherry — Frankie Valli & The Four Seasons"", ""Before He Cheats — Carrie Underwood"", ""Take on Me — a-ha"", ""Radioactive — Imagine Dragons""]",3,,,,From 'Night Visions' (2012),"[""From album: Night Visions"", ""Release year: 2012"", ""Spotify popularity: 73/100""]",Playlist Import,2012,
sp_0181,All About That Bass,Meghan Trainor,🎵✨,"[""Mamma Mia — ABBA"", ""We Didn't Start the Fire — Billy Joel"", ""All About That Bass — Meghan Trainor"", ""Low (feat. T-Pain) — Flo Rida, T-Pain""]",2,,,,From 'All About That Bass' (2014),"[""From album: All About That Bass"", ""Release year: 2014"", ""Spotify popularity: 60/100""]",Playlist Import,2014,
sp_0182,Love Runs Out,OneRepublic,❤️,"[""Sunday Bloody Sunday - Remastered 2008 — U2"", ""Call Me — Blondie"", ""I Don't Want to Miss a Thing - From the Touchstone film, \""Armageddon\"" — Aerosmith"", ""Love Runs Out — OneRepublic""]",3,,,,From 'Native' (2014),"[""From album: Native"", ""Release year: 2014"", ""Spotify popularity: 63/100""]",Playlist Import,2014,
sp_0183,Take Me To Church,Hozier,🎵✨,"[""Imagine - Remastered 2010 — John Lennon"", ""Take Me To Church — Hozier"", ""U Can't Touch This — MC Hammer"", ""My Generation - Mono Version — The Who""]",1,,,,From 'Hozier (Deluxe)' (2014),"[""From album: Hozier (Deluxe)"", ""Release year: 2014"", ""Spotify popularity: 1/100""]",Playlist Import,2014,
sp_0184,Someone Like You,Adele,🎵✨🎧,"[""Cheeseburger In Paradise — Jimmy Buffett"", ""Take It on the Run — REO Speedwagon"", ""Someone Like You — Adele"", ""Redbone — Childish Gambino""]",2,,,,From '21' (2011),"[""From album: 21"", ""Release year: 2011"", ""Spotify popularity: 3/100""]",Playlist Import,2011,
sp_0185,Hello,Adele,🎵✨,"[""My Girl — The Temptations"", ""One Way Or Another - Remastered 2001 — Blondie"", ""Hello — Adele"", ""Hooked On A Feeling — Blue Swede, Björn Skifs""]",2,,,,From '25' (2016),"[""From album: 25"", ""Release year: 2016"", ""Spotify popularity: 1/100""]",Playlist Import,2016,
sp_0186,"Hey, Soul Sister",Train,🎵✨🎧,"[""Promiscuous — Nelly Furtado, Timbaland"", ""We Didn't Start the Fire — Billy Joel"", ""Low Rider — War"", ""Hey, Soul Sister — Train""]",3,,,,"From 'Hey, Soul Sister' (2009)","[""From album: Hey, Soul Sister"", ""Release year: 2009"", ""Spotify popularity: 3/100""]",Playlist Import,2009,
sp_0187,Bridge Over Troubled Water,Simon & Garfunkel,🏞️,"[""Cold as Ice — Foreigner"", ""Truth Hurts — Lizzo"", ""We Didn't Start the Fire — Billy Joel"", ""Bridge Over Troubled Water — Simon & Garfunkel""]",3,,,,From 'Bridge Over Troubled Water' (1970),"[""From album: Bridge Over Troubled Water"", ""Release year: 1970"", ""Spotify popularity: 70/100""]",Playlist Import,1970,
sp_0188,Happy,Pharrell Williams,😊,"[""Achy Breaky Heart — Billy Ray Cyrus"", ""Call Me Maybe — Carly Rae Jepsen"", ""Dreams - 2004 Remaster — Fleetwood Mac"", ""Happy — Pharrell Williams""]",3,,,,From 'Despicable Me 2 (Original Motion Picture Soundtrack)' (2013),"[""From album: Despicable Me 2 (Original Motion Picture Soundtrack)"", ""Release year: 2013"", ""Spotify popularity: 7/100""]",Playlist Import,2013,
sp_0189,I'm Yours,Jason Mraz,🎵✨🎧,"[""I'm Yours — Jason Mraz"", ""California Dreamin' — The Mamas & The Papas"", ""Call Me Maybe — Carly Rae Jepsen"", ""Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers] — Daft Punk, Pharrell Williams, Nile Rodgers""]",0,,,,From 'We Sing. We Dance. We Steal Things.' (2008),"[""From album: We Sing. We Dance. We Steal Things."", ""Release year: 2008"", ""Spotify popularity: 79/100""]",Playlist Import,2008,
sp_0190,Want to Want Me,Jason Derulo,🎵✨🎧,"[""Like a Prayer — Madonna"", ""Havana (feat. Young Thug) — Camila Cabello, Young Thug"", ""Want to Want Me — Jason Derulo"", ""Lose Yourself — Eminem""]",2,,,,From 'Everything Is 4' (2015),"[""From album: Everything Is 4"", ""Release year: 2015"", ""Spotify popularity: 79/100""]",Playlist Import,2015,
sp_0191,I Want to Know What Love Is - 1999 Remaster,Foreigner,❤️,"[""My Way — Frank Sinatra"", ""Build Me Up Buttercup — The Foundations"", ""I Want to Know What Love Is - 1999 Remaster — Foreigner"", ""(Don't Fear) The Reaper — Blue Öyster Cult""]",2,,,,From 'Agent Provocateur' (1984),"[""From album: Agent Provocateur"", ""Release year: 1984"", ""Spotify popularity: 85/100""]",Playlist Import,1984,
sp_0192,I Walk the Line,Johnny Cash,🎵✨🎧,"[""I Believe I Can Fly — R. Kelly"", ""Love Runs Out — OneRepublic"", ""I Walk the Line — Johnny Cash"", ""If I Ain't Got You — Alicia Keys""]",2,,,,From 'I Walk the Line (Original Soundtrack Recording)' (1970),"[""From album: I Walk the Line (Original Soundtrack Recording)"", ""Release year: 1970"", ""Spotify popularity: 67/100""]",Playlist Import,1970,
sp_0193,All of Me,John Legend,🎵✨,"[""Proud Mary — Tina Turner"", ""All of Me — John Legend"", ""Celebration - Single Version — Kool & The Gang"", ""Bohemian Rhapsody - Remastered 2011 — Queen""]",1,,,,From 'Love In The Future (Expanded Edition)' (2013),"[""From album: Love In The Future (Expanded Edition)"", ""Release year: 2013"", ""Spotify popularity: 86/100""]",Playlist Import,2013,
sp_0194,Rock & Roll Band,Boston,🎵✨🎧,"[""Rock & Roll Band — Boston"", ""Under the Bridge — Red Hot Chili Peppers"", ""Pumped Up Kicks — Foster The People"", ""Black or White - Single Version — Michael Jackson""]",0,,,,From 'Boston' (1976),"[""From album: Boston"", ""Release year: 1976"", ""Spotify popularity: 58/100""]",Playlist Import,1976,
sp_0195,(Don't Fear) The Reaper,Blue Öyster Cult,🎵✨,"[""(Don't Fear) The Reaper — Blue Öyster Cult"", ""I Want You to Want Me — Cheap Trick"", ""American Pie — Don McLean"", ""Hips Don't Lie (feat. Wyclef Jean) — Shakira, Wyclef Jean""]",0,,,,From 'Don't Fear The Reaper: The Best Of Blue Öyster Cult' (2000),"[""From album: Don't Fear The Reaper: The Best Of Blue Öyster Cult"", ""Release year: 2000"", ""Spotify popularity: 34/100""]",Playlist Import,2000,
sp_0196,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,🎵✨🎧,"[""You Give Love A Bad Name — Bon Jovi"", ""Lose Yourself — Eminem"", ""CAN'T STOP THE FEELING! (from DreamWorks Animation's \""TROLLS\"") — Justin Timberlake"", ""Single Ladies (Put a Ring on It) — Beyoncé""]",2,,,,"From 'CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")' (2016)","[""From album: CAN'T STOP THE FEELING! (from DreamWorks Animation's \""TROLLS\"")"", ""Release year: 2016"", ""Spotify popularity: 78/100""]",Playlist Import,2016,
sp_0197,SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",🎵✨,"[""You're So Vain — Carly Simon"", ""SexyBack (feat. Timbaland) — Justin Timberlake, Timbaland"", ""Free Fallin' — Tom Petty"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z""]",1,,,,From 'FutureSex/LoveSounds' (2006),"[""From album: FutureSex/LoveSounds"", ""Release year: 2006"", ""Spotify popularity: 84/100""]",Playlist Import,2006,
sp_0198,Detroit Rock City,KISS,🏙️,"[""Detroit Rock City — KISS"", ""Girls Just Want to Have Fun — Cyndi Lauper"", ""Material Girl — Madonna"", ""My Way — Frank Sinatra""]",0,,,,From 'Smashes Thrashes & Hits' (1988),"[""From album: Smashes Thrashes & Hits"", ""Release year: 1988"", ""Spotify popularity: 57/100""]",Playlist Import,1988,
