id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref,spotify_url
sp_0115,Thinking out Loud,Ed Sheeran,🎵✨,"[""Thinking out Loud — Ed Sheeran"", ""What's Love Got to Do with It — Tina Turner"", ""Centuries — Fall Out Boy"", ""Learn to Fly — Foo Fighters""]",0,,,,From 'x (Deluxe Edition)' (2014),"[""From album: x (Deluxe Edition)"", ""Release year: 2014"", ""Spotify popularity: 82/100""]",Playlist Import,2014,,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
sp_0116,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",🎵✨🎧,"[""Monday, Monday - Single Version — The Mamas & The Papas"", ""Moves Like Jagger - Studio Recording From \""The Voice\"" Performance — Maroon 5, Christina Aguilera"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""Uptown Funk (feat. Bruno Mars) — Mark Ronson, Bruno Mars""]",3,,,,From 'Uptown Special' (2015),"[""From album: Uptown Special"", ""Release year: 2015"", ""Spotify popularity: 86/100""]",Playlist Import,2015,,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
sp_0117,Stay With Me,Sam Smith,🎵✨,"[""Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini — Brian Hyland"", ""Call Me Maybe — Carly Rae Jepsen"", ""La Grange - 2005 Remaster — ZZ Top"", ""Stay With Me — Sam Smith""]",3,,,,From 'In The Lonely Hour (Deluxe Edition)' (2014),"[""From album: In The Lonely Hour (Deluxe Edition)"", ""Release year: 2014""]",Playlist Import,2014,,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
sp_0118,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",🕺,"[""Viva La Vida — Coldplay"", ""Sharp Dressed Man - 2008 Remaster — ZZ Top"", ""Party Rock Anthem — LMFAO, Lauren Bennett, GoonRock"", ""TiK ToK — Kesha""]",2,,,,From 'Party Rock Anthem' (2011),"[""From album: Party Rock Anthem"", ""Release year: 2011"", ""Spotify popularity: 6/100""]",Playlist Import,2011,,https://open.spotify.com/track/70dWrqAp30TmWeibQkn0i7
sp_0119,Royals,Lorde,🎵✨🎧,"[""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Royals — Lorde"", ""Survivor — Destiny's Child"", ""Boom Boom Pow — Black Eyed Peas""]",1,,,,From 'Pure Heroine' (2013),"[""From album: Pure Heroine"", ""Release year: 2013"", ""Spotify popularity: 79/100""]",Playlist Import,2013,,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3
sp_0120,Sexy And I Know It,LMFAO,🎵✨🎧,"[""Redbone — Childish Gambino"", ""Every Breath You Take — The Police"", ""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj"", ""Sexy And I Know It — LMFAO""]",3,,,,From 'Sorry For Party Rocking' (2011),"[""From album: Sorry For Party Rocking"", ""Release year: 2011"", ""Spotify popularity: 42/100""]",Playlist Import,2011,,https://open.spotify.com/track/7in46wlBseKBTcLi6lyhF9
sp_0121,Wrecking Ball,Miley Cyrus,🎵✨🎧,"[""I Want You Back — The Jackson 5"", ""Drop It Like It's Hot — Snoop Dogg, Pharrell Williams"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Wrecking Ball — Miley Cyrus""]",3,,,,From 'Wrecking Ball' (2013),"[""From album: Wrecking Ball"", ""Release year: 2013""]",Playlist Import,2013,,https://open.spotify.com/track/6oDPg7fXW3Ug3KmbafrXzA
sp_0122,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",🎵✨🎧,"[""Let's Groove — Earth, Wind & Fire"", ""Jump — Van Halen"", ""I Don't Want to Miss a Thing - From the Touchstone film, \""Armageddon\"" — Aerosmith"", ""Blurred Lines — Robin Thicke, T.I., Pharrell Williams""]",3,,,,From 'Blurred Lines' (2013),"[""From album: Blurred Lines"", ""Release year: 2013"", ""Spotify popularity: 59/100""]",Playlist Import,2013,,https://open.spotify.com/track/5PUvinSo4MNqW7vmomGRS7
sp_0123,Papa Was A Rollin' Stone - Single Version,The Temptations,🎵✨,"[""Home — Phillip Phillips"", ""School's Out — Alice Cooper"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Danger Zone - From \""Top Gun\"" Original Soundtrack — Kenny Loggins""]",2,,,,From 'Favorites' (2008),"[""From album: Favorites"", ""Release year: 2008""]",Playlist Import,2008,,https://open.spotify.com/track/1zC9mSQAH2fn3DGscYRuCY
sp_0124,Dream On,Aerosmith,🎵✨,"[""9 to 5 — Dolly Parton"", ""Dream On — Aerosmith"", ""Rock And Roll All Nite — KISS"", ""Oops!...I Did It Again — Britney Spears""]",1,,,,From 'Aerosmith's Greatest Hits' (1980),"[""From album: Aerosmith's Greatest Hits"", ""Release year: 1980""]",Playlist Import,1980,,https://open.spotify.com/track/0AJb1Y223Ao47JCDeAUO0z
sp_0125,Timber,"Pitbull, Kesha",🎵✨,"[""Timber — Pitbull, Kesha"", ""Born to Run — Bruce Springsteen"", ""Me and Bobby McGee — Janis Joplin"", ""My Generation - Mono Version — The Who""]",0,,,,From 'Global Warming: Meltdown (Deluxe Version)' (2012),"[""From album: Global Warming: Meltdown (Deluxe Version)"", ""Release year: 2012"", ""Spotify popularity: 86/100""]",Playlist Import,2012,,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
sp_0126,Purple Haze,Jimi Hendrix,🎵✨🎧,"[""I'm Too Sexy — Right Said Fred"", ""My Humps — Black Eyed Peas"", ""Purple Haze — Jimi Hendrix"", ""Single Ladies (Put a Ring on It) — Beyoncé""]",2,,,,From 'Experience Hendrix: The Best Of Jimi Hendrix' (1997),"[""From album: Experience Hendrix: The Best Of Jimi Hendrix"", ""Release year: 1997"", ""Spotify popularity: 50/100""]",Playlist Import,1997,,https://open.spotify.com/track/4BYGxv4rxSNcTgT3DsFB9o
sp_0127,Fat Bottomed Girls - Remastered 2011,Queen,🎵✨🎧,"[""I Want To Hold Your Hand - Remastered 2015 — The Beatles"", ""Fat Bottomed Girls - Remastered 2011 — Queen"", ""The Lion Sleeps Tonight (Wimoweh) — The Tokens"", ""Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers] — Daft Punk, Pharrell Williams, Nile Rodgers""]",1,,,,From 'Jazz (Deluxe Remastered Version)' (1978),"[""From album: Jazz (Deluxe Remastered Version)"", ""Release year: 1978"", ""Spotify popularity: 69/100""]",Playlist Import,1978,,https://open.spotify.com/track/4igIYHF3B5VBxEafHauVo3
sp_0128,Moondance - 2013 Remaster,Van Morrison,🎵✨,"[""Rolling in the Deep — Adele"", ""Don't Stop Believin' — Journey"", ""Purple Haze — Jimi Hendrix"", ""Moondance - 2013 Remaster — Van Morrison""]",3,,,,From 'Moondance (Deluxe Edition)' (1970),"[""From album: Moondance (Deluxe Edition)"", ""Release year: 1970"", ""Spotify popularity: 70/100""]",Playlist Import,1970,,https://open.spotify.com/track/683b4ikwa62JevCjwrmfg6
sp_0129,Juke Box Hero,Foreigner,🎵✨🎧,"[""Juke Box Hero — Foreigner"", ""Starships — Nicki Minaj"", ""Black Betty — Ram Jam"", ""Brick House — Commodores""]",0,,,,From '4 (Expanded)' (1981),"[""From album: 4 (Expanded)"", ""Release year: 1981"", ""Spotify popularity: 73/100""]",Playlist Import,1981,,https://open.spotify.com/track/00qOE7OjRl0BpYiCiweZB2
sp_0130,Cold as Ice,Foreigner,❄️,"[""ABC — The Jackson 5"", ""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj"", ""Cold as Ice — Foreigner"", ""Bye Bye Bye — *NSYNC""]",2,,,,From 'Foreigner (Expanded)' (1977),"[""From album: Foreigner (Expanded)"", ""Release year: 1977"", ""Spotify popularity: 74/100""]",Playlist Import,1977,,https://open.spotify.com/track/7vidktgNZFQylTgH1GEnMs
sp_0131,Joy To The World,Three Dog Night,😊,"[""Surfin' U.S.A. - Remastered 2001 — The Beach Boys"", ""I'm a Believer - 2006 Remaster — The Monkees"", ""Rocket Man (I Think It's Going To Be A Long Long Time) — Elton John"", ""Joy To The World — Three Dog Night""]",3,,,,From 'Naturally' (1970),"[""From album: Naturally"", ""Release year: 1970"", ""Spotify popularity: 66/100""]",Playlist Import,1970,,https://open.spotify.com/track/2ymeOsYijJz09LfKw3yM2x
sp_0132,Another One Bites The Dust - Remastered 2011,Queen,🎵✨🎧,"[""The Final Countdown — Europe"", ""Another One Bites The Dust - Remastered 2011 — Queen"", ""Wish You Were Here — Pink Floyd"", ""Like a Rolling Stone — Bob Dylan""]",1,,,,From 'The Game (Deluxe Remastered Version)' (1980),"[""From album: The Game (Deluxe Remastered Version)"", ""Release year: 1980"", ""Spotify popularity: 75/100""]",Playlist Import,1980,,https://open.spotify.com/track/57JVGBtBLCfHw2muk5416J
sp_0133,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",🎵✨🎧,"[""I Will Survive - Single Version — Gloria Gaynor"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Joy To The World — Three Dog Night"", ""Me and Bobby McGee — Janis Joplin""]",1,,,,From 'Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)' (2010),"[""From album: Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)"", ""Release year: 2010"", ""Spotify popularity: 11/100""]",Playlist Import,2010,,https://open.spotify.com/track/2Cd9iWfcOpGDHLz6tVA3G4
sp_0134,Come Together - Remastered 2009,The Beatles,🎵✨,"[""Livin' On A Prayer — Bon Jovi"", ""Come Together - Remastered 2009 — The Beatles"", ""Truth Hurts — Lizzo"", ""Moondance - 2013 Remaster — Van Morrison""]",1,,,,From 'Abbey Road (Remastered)' (1969),"[""From album: Abbey Road (Remastered)"", ""Release year: 1969"", ""Spotify popularity: 79/100""]",Playlist Import,1969,,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD
sp_0135,Let It Be - Remastered 2009,The Beatles,🎵✨🎧,"[""Oops!...I Did It Again — Britney Spears"", ""Dangerous Woman — Ariana Grande"", ""Uptown Funk (feat. Bruno Mars) — Mark Ronson, Bruno Mars"", ""Let It Be - Remastered 2009 — The Beatles""]",3,,,,From 'Let It Be (Remastered)' (1970),"[""From album: Let It Be (Remastered)"", ""Release year: 1970"", ""Spotify popularity: 79/100""]",Playlist Import,1970,,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48
sp_0136,Drunk in Love (feat. JAY-Z),"Beyoncé, JAY-Z",❤️,"[""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""Hey Ya! — Outkast"", ""With Or Without You - Remastered 2007 — U2"", ""American Pie — Don McLean""]",0,,,,From 'BEYONCÉ [Platinum Edition]' (2014),"[""From album: BEYONCÉ [Platinum Edition]"", ""Release year: 2014"", ""Spotify popularity: 75/100""]",Playlist Import,2014,,https://open.spotify.com/track/6jG2YzhxptolDzLHTGLt7S
sp_0137,Is This Love,Bob Marley & The Wailers,❤️,"[""Titanium (feat. Sia) — David Guetta, Sia"", ""Uptown Girl — Billy Joel"", ""Love Yourself — Justin Bieber"", ""Is This Love — Bob Marley & The Wailers""]",3,,,,From 'Kaya - Deluxe Edition' (1978),"[""From album: Kaya - Deluxe Edition"", ""Release year: 1978"", ""Spotify popularity: 60/100""]",Playlist Import,1978,,https://open.spotify.com/track/4mPd1gJhgcYFRSJyoYAxE8
sp_0138,Three Little Birds,Bob Marley & The Wailers,🎵✨🎧,"[""Three Little Birds — Bob Marley & The Wailers"", ""Spirit in the Sky — Norman Greenbaum"", ""Since U Been Gone — Kelly Clarkson"", ""It Wasn't Me — Shaggy, Rik Rok""]",0,,,,From 'Exodus' (1977),"[""From album: Exodus"", ""Release year: 1977"", ""Spotify popularity: 1/100""]",Playlist Import,1977,,https://open.spotify.com/track/1P49MJhU5vzttesFxw3dOM
sp_0139,One Love / People Get Ready,Bob Marley & The Wailers,❤️,"[""Everybody (Backstreet's Back) - Radio Edit — Backstreet Boys"", ""One Love / People Get Ready — Bob Marley & The Wailers"", ""I Don't Want to Miss a Thing - From the Touchstone film, \""Armageddon\"" — Aerosmith"", ""Papa Was A Rollin' Stone - Single Version — The Temptations""]",1,,,,From 'Exodus' (1977),"[""From album: Exodus"", ""Release year: 1977""]",Playlist Import,1977,,https://open.spotify.com/track/2iSXgduBpKrwJuQcuybkxP
sp_0140,The Times They Are A-Changin',Bob Dylan,🎵✨🎧,"[""The Times They Are A-Changin' — Bob Dylan"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""(What A) Wonderful World — Sam Cooke"", ""Tom Sawyer — Rush""]",0,,,,From 'The Times They Are A-Changin'' (1964),"[""From album: The Times They Are A-Changin'"", ""Release year: 1964"", ""Spotify popularity: 71/100""]",Playlist Import,1964,,https://open.spotify.com/track/52vA3CYKZqZVdQnzRrdZt6
sp_0141,Brown Eyed Girl,Van Morrison,🎵✨,"[""Brown Eyed Girl — Van Morrison"", ""Centuries — Fall Out Boy"", ""Truth Hurts — Lizzo"", ""Firework — Katy Perry""]",0,,,,From 'Blowin' Your Mind!' (1967),"[""From album: Blowin' Your Mind!"", ""Release year: 1967"", ""Spotify popularity: 83/100""]",Playlist Import,1967,,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul
sp_0142,"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,🎵✨🎧,"[""Hotel California - 2013 Remaster — Eagles"", ""Paint It, Black - (Original Single Mono Version) — The Rolling Stones"", ""I Gotta Feeling — Black Eyed Peas"", ""Stay With Me — Sam Smith""]",1,,,,From 'Singles 1965-1967' (2004),"[""From album: Singles 1965-1967"", ""Release year: 2004"", ""Spotify popularity: 53/100""]",Playlist Import,2004,,https://open.spotify.com/track/7lY8aoN3wUR3NY4nUwigPv
sp_0143,Gimme Shelter,The Rolling Stones,🎵✨🎧,"[""Surfin' U.S.A. - Remastered 2001 — The Beach Boys"", ""Night Fever - 2007 Remastered Version Saturday Night Fever — Bee Gees"", ""Is This Love — Bob Marley & The Wailers"", ""Gimme Shelter — The Rolling Stones""]",3,,,,From 'Let It Bleed' (1969),"[""From album: Let It Bleed"", ""Release year: 1969"", ""Spotify popularity: 78/100""]",Playlist Import,1969,,https://open.spotify.com/track/6H3kDe7CGoWYBabAeVWGiD
sp_0144,Who Are You,The Who,🎵✨,"[""Who Are You — The Who"", ""Back In Black — AC/DC"", ""Renegade — Styx"", ""Rock And Roll All Nite — KISS""]",0,,,,From 'Who Are You' (1978),"[""From album: Who Are You"", ""Release year: 1978"", ""Spotify popularity: 1/100""]",Playlist Import,1978,,https://open.spotify.com/track/02DurCgOvDdX0uKEjqcl3W
sp_0145,My Generation - Mono Version,The Who,🎵✨,"[""Rude (Acoustic) — MAGIC!"", ""What A Wonderful World — Louis Armstrong"", ""My Generation - Mono Version — The Who"", ""I Think I Love You — The Partridge Family""]",2,,,,From 'The Who Sings My Generation (U.S. Version)' (1966),"[""From album: The Who Sings My Generation (U.S. Version)"", ""Release year: 1966"", ""Spotify popularity: 50/100""]",Playlist Import,1966,,https://open.spotify.com/track/45s88Xopo6KvHc0PQ05aGg
sp_0146,Renegade,Styx,🎵✨🎧,"[""Royals — Lorde"", ""Renegade — Styx"", ""Cocaine — Eric Clapton"", ""Radioactive — Imagine Dragons""]",1,,,,From 'Pieces Of Eight' (1978),"[""From album: Pieces Of Eight"", ""Release year: 1978"", ""Spotify popularity: 73/100""]",Playlist Import,1978,,https://open.spotify.com/track/1CQqupcyMg7176PPmIVmSj
sp_0147,Come Sail Away,Styx,🎵✨,"[""Material Girl — Madonna"", ""Call Me Maybe — Carly Rae Jepsen"", ""Rude (Acoustic) — MAGIC!"", ""Come Sail Away — Styx""]",3,,,,From 'The Grand Illusion' (1977),"[""From album: The Grand Illusion"", ""Release year: 1977"", ""Spotify popularity: 68/100""]",Playlist Import,1977,,https://open.spotify.com/track/0PsbWiVtix5FoTZ1s00mEl
sp_0148,Mr. Roboto,Styx,🎵✨🎧,"[""Sexy And I Know It — LMFAO"", ""Promiscuous — Nelly Furtado, Timbaland"", ""Mr. Roboto — Styx"", ""Without Me — Halsey""]",2,,,,From 'Kilroy Was Here' (1983),"[""From album: Kilroy Was Here"", ""Release year: 1983"", ""Spotify popularity: 62/100""]",Playlist Import,1983,,https://open.spotify.com/track/7C0rG4oWO7VeZcffyW1sK9
sp_0149,T.N.T.,AC/DC,🎵✨,"[""Band On The Run - Remastered 2010 — Paul McCartney, Wings"", ""All Star — Smash Mouth"", ""T.N.T. — AC/DC"", ""Dance Monkey — Tones And I""]",2,,,,From 'High Voltage' (1976),"[""From album: High Voltage"", ""Release year: 1976"", ""Spotify popularity: 81/100""]",Playlist Import,1976,,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb
sp_0150,Back In Black,AC/DC,🎵✨,"[""Runnin' With The Devil — Van Halen"", ""Back In Black — AC/DC"", ""All About That Bass — Meghan Trainor"", ""On the Road Again - Live at Austin, Texas - Fall 1979 — Willie Nelson""]",1,,,,From 'Back In Black' (1980),"[""From album: Back In Black"", ""Release year: 1980"", ""Spotify popularity: 86/100""]",Playlist Import,1980,,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj
sp_0151,Highway to Hell,AC/DC,🚗,"[""Billie Jean — Michael Jackson"", ""Highway to Hell — AC/DC"", ""California Dreamin' — The Mamas & The Papas"", ""867-5309 / Jenny (Rerecorded) — Tommy Tutone""]",1,,,,From 'Highway to Hell' (1979),"[""From album: Highway to Hell"", ""Release year: 1979"", ""Spotify popularity: 86/100""]",Playlist Import,1979,,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
sp_0152,Welcome To The Jungle,Guns N' Roses,🎵✨🎧,"[""Sweet Caroline — Neil Diamond"", ""Blinding Lights — The Weeknd"", ""Low Rider — War"", ""Welcome To The Jungle — Guns N' Roses""]",3,,,,From 'Appetite For Destruction' (1987),"[""From album: Appetite For Destruction"", ""Release year: 1987"", ""Spotify popularity: 7/100""]",Playlist Import,1987,,https://open.spotify.com/track/5NIPsWpDjJTFBoPxCUUeXp
sp_0153,Sweet Child O' Mine,Guns N' Roses,🎵✨,"[""Home — Phillip Phillips"", ""Hotline Bling — Drake"", ""Sweet Child O' Mine — Guns N' Roses"", ""Jailhouse Rock — Elvis Presley""]",2,,,,From 'Appetite For Destruction' (1987),"[""From album: Appetite For Destruction"", ""Release year: 1987"", ""Spotify popularity: 7/100""]",Playlist Import,1987,,https://open.spotify.com/track/4MhTFsyqIJnjsOweVcU8ug
sp_0154,Walk This Way,Aerosmith,🎵✨,"[""Walk This Way — Aerosmith"", ""Crazy — Gnarls Barkley"", ""Sherry — Frankie Valli & The Four Seasons"", ""Seven Nation Army — The White Stripes""]",0,,,,From 'Toys In The Attic' (1975),"[""From album: Toys In The Attic"", ""Release year: 1975"", ""Spotify popularity: 7/100""]",Playlist Import,1975,,https://open.spotify.com/track/5SZ6zX4rOrEQferfFC2MfP
sp_0155,Rock And Roll All Nite,KISS,🎵✨,"[""Let's Get It On — Marvin Gaye"", ""Shout — The Isley Brothers"", ""Go Your Own Way - 2004 Remaster — Fleetwood Mac"", ""Rock And Roll All Nite — KISS""]",3,,,,From 'Dressed To Kill' (1975),"[""From album: Dressed To Kill"", ""Release year: 1975"", ""Spotify popularity: 75/100""]",Playlist Import,1975,,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC
sp_0156,Love Train,The O'Jays,❤️,"[""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj"", ""Love Train — The O'Jays"", ""Is This Love — Bob Marley & The Wailers"", ""How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version) — Bee Gees""]",1,,,,From 'Back Stabbers' (1972),"[""From album: Back Stabbers"", ""Release year: 1972"", ""Spotify popularity: 68/100""]",Playlist Import,1972,,https://open.spotify.com/track/28285KFbyCq8sJofn58qlD
sp_0157,Let's Get It On,Marvin Gaye,🎵✨,"[""Umbrella — Rihanna, JAY-Z"", ""Let's Get It On — Marvin Gaye"", ""Let's Groove — Earth, Wind & Fire"", ""Superstition - Single Version — Stevie Wonder""]",1,,,,From 'Let's Get It On (Expanded Edition)' (1973),"[""From album: Let's Get It On (Expanded Edition)"", ""Release year: 1973""]",Playlist Import,1973,,https://open.spotify.com/track/0jHkgTtTaqg5LNCiYDQPUB
sp_0158,Free Bird,Lynyrd Skynyrd,🎵✨,"[""Free Bird — Lynyrd Skynyrd"", ""Love The Way You Lie — Eminem, Rihanna"", ""Like a Prayer — Madonna"", ""Crazy Train — Ozzy Osbourne""]",0,,,,From 'Pronounced' Leh-'Nerd 'Skin-'Nerd' (1973),"[""From album: Pronounced' Leh-'Nerd 'Skin-'Nerd"", ""Release year: 1973"", ""Spotify popularity: 80/100""]",Playlist Import,1973,,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI
sp_0159,Margaritaville,Jimmy Buffett,🎵✨🎧,"[""Don't Stop Me Now - Remastered 2011 — Queen"", ""Margaritaville — Jimmy Buffett"", ""Ain't No Mountain High Enough — Marvin Gaye, Tammi Terrell"", ""Baby Shark — Pinkfong""]",1,,,,From 'Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)' (1985),"[""From album: Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)"", ""Release year: 1985"", ""Spotify popularity: 53/100""]",Playlist Import,1985,,https://open.spotify.com/track/57FvuUotRyzRl8hwIhCVuO
sp_0160,Cheeseburger In Paradise,Jimmy Buffett,🎵✨,"[""Jolene — Dolly Parton"", ""Cheeseburger In Paradise — Jimmy Buffett"", ""Wanted Dead Or Alive — Bon Jovi"", ""Bye Bye Bye — *NSYNC""]",1,,,,From 'Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)' (1985),"[""From album: Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)"", ""Release year: 1985"", ""Spotify popularity: 44/100""]",Playlist Import,1985,,https://open.spotify.com/track/5zlx3zEoFoTJ9YMERoyIHc
sp_0161,Chicken Fried,Zac Brown Band,🎵✨🎧,"[""Jessie's Girl — Rick Springfield"", ""My Generation - Mono Version — The Who"", ""I Want to Know What Love Is - 1999 Remaster — Foreigner"", ""Chicken Fried — Zac Brown Band""]",3,,,,From 'The Foundation' (2008),"[""From album: The Foundation"", ""Release year: 2008"", ""Spotify popularity: 3/100""]",Playlist Import,2008,,https://open.spotify.com/track/4dGJf1SER1T6ooX46vwzRB
sp_0162,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",🎵✨,"[""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""My Sharona — The Knack"", ""Saturday in the Park - 2002 Remaster — Chicago"", ""Sexy And I Know It — LMFAO""]",0,,,,From 'You Get What You Give (Deluxe)' (2010),"[""From album: You Get What You Give (Deluxe)"", ""Release year: 2010"", ""Spotify popularity: 2/100""]",Playlist Import,2010,,https://open.spotify.com/track/1yEwEiTpsaPhQi9lb5EVV4
sp_0163,Cocaine,Eric Clapton,🎵✨,"[""Love Train — The O'Jays"", ""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd"", ""Cocaine — Eric Clapton"", ""Long Cool Woman (In a Black Dress) - 1999 Remaster — The Hollies""]",2,,,,From 'Slowhand 35th Anniversary (Super Deluxe)' (1977),"[""From album: Slowhand 35th Anniversary (Super Deluxe)"", ""Release year: 1977"", ""Spotify popularity: 69/100""]",Playlist Import,1977,,https://open.spotify.com/track/3ykSdTGmYPFl8pDBXer1zG
sp_0164,Centuries,Fall Out Boy,🎵✨,"[""Home — Phillip Phillips"", ""You Give Love A Bad Name — Bon Jovi"", ""Centuries — Fall Out Boy"", ""Never Gonna Give You Up — Rick Astley""]",2,,,,From 'American Beauty/American Psycho' (2015),"[""From album: American Beauty/American Psycho"", ""Release year: 2015"", ""Spotify popularity: 82/100""]",Playlist Import,2015,,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq
sp_0165,My House,Flo Rida,🎵✨🎧,"[""Learn to Fly — Foo Fighters"", ""Everybody (Backstreet's Back) - Radio Edit — Backstreet Boys"", ""Cold as Ice — Foreigner"", ""My House — Flo Rida""]",3,,,,From 'My House' (2015),"[""From album: My House"", ""Release year: 2015"", ""Spotify popularity: 78/100""]",Playlist Import,2015,,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
sp_0166,Just the Way You Are,Bruno Mars,🎵✨🎧,"[""I Want You Back — The Jackson 5"", ""Dangerous Woman — Ariana Grande"", ""Just the Way You Are — Bruno Mars"", ""Call Me — Blondie""]",2,,,,From 'Doo-Wops & Hooligans' (2010),"[""From album: Doo-Wops & Hooligans"", ""Release year: 2010"", ""Spotify popularity: 85/100""]",Playlist Import,2010,,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
sp_0167,Gold Digger,"Kanye West, Jamie Foxx",🟡,"[""I Will Always Love You — Whitney Houston"", ""Gold Digger — Kanye West, Jamie Foxx"", ""Alone — Heart"", ""Boom Boom Pow — Black Eyed Peas""]",1,,,,From 'Late Registration' (2005),"[""From album: Late Registration"", ""Release year: 2005"", ""Spotify popularity: 80/100""]",Playlist Import,2005,,https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ
sp_0168,I Gotta Feeling,Black Eyed Peas,🎵✨,"[""Summer Of '69 — Bryan Adams"", ""ABC — The Jackson 5"", ""I Gotta Feeling — Black Eyed Peas"", ""Lean on Me — Bill Withers""]",2,,,,From 'THE E.N.D. (THE ENERGY NEVER DIES)' (2009),"[""From album: THE E.N.D. (THE ENERGY NEVER DIES)"", ""Release year: 2009"", ""Spotify popularity: 9/100""]",Playlist Import,2009,,https://open.spotify.com/track/4vp2J1l5RD4gMZwGFLfRAu
sp_0169,My Humps,Black Eyed Peas,🎵✨,"[""My Humps — Black Eyed Peas"", ""Party Rock Anthem — LMFAO, Lauren Bennett, GoonRock"", ""I Want You to Want Me — Cheap Trick"", ""I Want It That Way — Backstreet Boys""]",0,,,,From 'Monkey Business' (2005),"[""From album: Monkey Business"", ""Release year: 2005"", ""Spotify popularity: 24/100""]",Playlist Import,2005,,https://open.spotify.com/track/19JdbdEwQI7bCxefMokZO8
sp_0170,Fergalicious,"Fergie, will.i.am",🎵✨,"[""Timber — Pitbull, Kesha"", ""Toxic — Britney Spears"", ""Fergalicious — Fergie, will.i.am"", ""Proud Mary — Tina Turner""]",2,,,,From 'The Dutchess' (2006),"[""From album: The Dutchess"", ""Release year: 2006"", ""Spotify popularity: 70/100""]",Playlist Import,2006,,https://open.spotify.com/track/1D066zixBwqFYqBhKgdPzp
sp_0171,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip, GoonRock",🕺,"[""Home — Phillip Phillips"", ""A Little Party Never Killed Nobody (All We Got) — Fergie, Q-Tip, GoonRock"", ""Juke Box Hero — Foreigner"", ""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj""]",1,,,,From 'Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition)' (2013),"[""From album: Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition)"", ""Release year: 2013"", ""Spotify popularity: 1/100""]",Playlist Import,2013,,https://open.spotify.com/track/1mz9ZrRYu3EPVg9ZHFtjjf
